Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;CODE;Unnamed: 15;Unnamed: 16;No Volume;Unnamed: 18;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Identifiant local;Surface reelle bati;Nombre pieces principales
LOUIS PASTEUR;2507;78640.0;SAINT-GERMAIN-DE-LA-GRANGE;78;550;78550;;;;;101,85;;;;;;;;;1;1;Maison;;107;6
LA GARENNE A BREFAUT;2413;78190.0;TRAPPES;78;621;78621;;;;;55,06;;;;;;;;;2;2;Appartement;;51;3
DE L OCCIDENT;2407;78000.0;VERSAILLES;78;646;78646;;;;;80,38;;;;;;;;;2;2;Appartement;;82;4
DES LILAS;2567;82290.0;LA VILLE DIEU DU TEMPLE;82;96;82096;;;;;71,05;;;;;;;;;2;1;Maison;;71;3
DE L ESCOURCHE;2634;83150.0;BANDOL;83;9;83009;;;;;37,6;;;;;;;;;1;2;Appartement;;51;2
DES GRAVIERS;2634;83150.0;BANDOL;83;9;83009;;;;;15,2;;;;;;;;;1;2;Appartement;;15;1
LE ST VINCENT;2633;83320.0;CARQUEIRANNE;83;34;83034;;;;;29,85;;;;;;;;;1;2;Appartement;;30;2
PIERRE DE COUBERTIN;2632;83980.0;LE LAVANDOU;83;70;83070;;;;;64,84;;;;;;;;;2;2;Appartement;;64;3
LES TROIS TOURS 2;2716;85470.0;BRETIGNOLLES-SUR-MER;85;35;85035;;;;;37,82;;;;;;;;;1;2;Appartement;;37;2
DU LITTORAL;2714;85560.0;LONGEVILLE-SUR-MER;85;127;85127;;;;;64,41;;;;;;;;;1;2;Appartement;;64;3
FIEF DES COUTS;2718;85100.0;SABLES-D'OLONNE (LES);85;194;85194;;;;;63,63;;;;;;;;;1;2;Appartement;;64;3
DU BAS RUET;2702;85660.0;SAINT-PHILBERT-DE-BOUAINE;85;262;85262;;;;;88,5;;;;;;;;;1;1;Maison;;88;4
JULES FERRY;2775;88110.0;RAON L ETAPE;88;372;88372;;;;;81,24;;;;;;;;;2;2;Appartement;;82;3
DE COLMAR;2814;90000.0;BELFORT;90;10;90010;;;;;42,25;;;;;;;;;1;2;Appartement;;44;2
DE CRONSTADT;2814;90000.0;BELFORT;90;10;90010;;;;;56;;;;;;;;;2;2;Appartement;;56;3
DES 3 CHENES;2820;91800.0;BRUNOY;91;114;91114;;;;;69,17;;;;;;;;;2;2;Appartement;;63;4
LES BOIS DU CERF;2822;91450.0;ETIOLLES;91;225;91225;;;;;146,94;;;;;;;;;1;1;Maison;;168;6
MONTTESSUY;2850;91260.0;JUVISY SUR ORGE;91;326;91326;;;;;49;;;;;;;;;2;2;Appartement;;49;3
D'AUTRICHE;2853;91300.0;MASSY;91;377;91377;;;;;93,02;;;;;;;;;2;2;Appartement;;96;5
D ORLEANS RN 20;2869;91310.0;MONTLHERY;91;425;91425;;;;;40;;;;;;;;;1;2;Appartement;;44;2
DES ERABLES;2868;91240.0;SAINT-MICHEL-SUR-ORGE;91;570;91570;;;;;115,97;;;;;;;;;1;1;Maison;;118;5
ROBERT LEUTHREAU;2848;91600.0;SAVIGNY-SUR-ORGE;91;589;91589;;;;;90;;;;;;;;;1;1;Maison;;45;2
BERNARD JUGAULT;2948;92600.0;ASNIERES-SUR-SEINE;92;4;92004;;;;;67,23;;;;;;;;;1;2;Appartement;;66;4
DES BOURGUIGNONS;2948;92600.0;ASNIERES-SUR-SEINE;92;4;92004;;;;;40,69;;;;;;;;;2;2;Appartement;;40;3
DU R P CH GILBERT;2948;92600.0;ASNIERES-SUR-SEINE;92;4;92004;;;;;54,2;;;;;;;;;2;2;Appartement;;54;2
CLAUDE MIVIERE;2946;92270.0;BOIS-COLOMBES;92;9;92009;;;;;52,47;;;;;;;;;2;2;Appartement;;52;3
BELLEVUE;2955;92100.0;BOULOGNE-BILLANCOURT;92;12;92012;;;;;65,62;;;;;;;;;3;2;Appartement;;56;1
GALLIENI;2955;92100.0;BOULOGNE-BILLANCOURT;92;12;92012;;;;;87,15;;;;;;;;;2;2;Appartement;;88;4
ROBERT DOISNEAU;2955;92100.0;BOULOGNE-BILLANCOURT;92;12;92012;;;;;23,8;;;;;;;;;1;2;Appartement;;23;1
SAINT DENIS;2955;92100.0;BOULOGNE-BILLANCOURT;92;12;92012;;;;;31,2;;;;;;;;;3;2;Appartement;;29;2
FESSART;2955;92100.0;BOULOGNE-BILLANCOURT;92;12;92012;;;;;78,02;;;;;;;;;2;2;Appartement;;119;4
PAUL HENRY THILLOY;2966;92340.0;BOURG-LA-REINE;92;14;92014;;;;;76,85;;;;;;;;;3;2;Appartement;;77;1
ROGER SALENGRO;2964;92370.0;CHAVILLE;92;22;92022;;;;;59,73;;;;;;;;;1;2;Appartement;;50;3
HENRI BARBUSSE;2970;92140.0;CLAMART;92;23;92023;;;;;40,8;;;;;;;;;2;2;Appartement;;74;3
SAINT DENIS;2950;92700.0;COLOMBES;92;25;92025;;;;;61,06;;;;;;;;;2;2;Appartement;;62;3
PAUL BERT;2950;92700.0;COLOMBES;92;25;92025;;;;;38,05;;;;;;;;;2;2;Appartement;;35;2
VICTOR HUGO;2950;92700.0;COLOMBES;92;25;92025;;;;;32,02;;;;;;;;;1;2;Appartement;;32;2
DE LA SABLIERE;2945;92400.0;COURBEVOIE;92;26;92026;;;;;94,32;;;;;;;;;4;2;Appartement;;92;4
DES COLONNES;2959;92360.0;MEUDON;92;48;92048;;;;;61,97;;;;;;;;;2;2;Appartement;;63;3
DE L'OUEST;2944;92000.0;NANTERRE;92;50;92050;;;;;61,93;;;;;;;;;2;2;Appartement;;61;3
DU GUE;2942;92500.0;RUEIL-MALMAISON;92;63;92063;;;;;25,16;;;;;;;;;1;2;Appartement;;25;1
DE LA BENARDE;2942;92500.0;RUEIL-MALMAISON;92;63;92063;;;;;46,75;;;;;;;;;2;2;Appartement;;46;2
RONSARD;2942;92500.0;RUEIL-MALMAISON;92;63;92063;;;;;48,5;;;;;;;;;2;2;Appartement;;47;2
LOUIS BLANC;2972;92170.0;VANVES;92;75;92075;;;;;44,17;;;;;;;;;2;2;Appartement;;43;2
DU MOUTIER;2989;93300.0;AUBERVILLIERS;93;1;93001;;;;;35;;;;;;;;;4;2;Appartement;;35;2
SADI CARNOT;2981;93170.0;BAGNOLET;93;6;93006;;;;;30,45;;;;;;;;;1;2;Appartement;;30;2
ARTHUR RIMBAUD;2986;93140.0;BONDY;93;10;93010;;;;;70,56;;;;;;;;;1;2;Appartement;;71;3
KLEBER;3016;93100.0;MONTREUIL;93;48;93048;;;;;102,46;;;;;;;;;3;2;Appartement;;147;6
DU COLONEL FABIEN;3029;94230.0;CACHAN;94;16;94016;;;;;21,13;;;;;;;;;1;2;Appartement;;21;1
PAUL CARLE;3033;94600.0;CHOISY-LE-ROI;94;22;94022;;;;;41,57;;;;;;;;;1;2;Appartement;;42;2
DE TRUCY;3064;94120.0;FONTENAY-SOUS-BOIS;94;33;94033;;;;;29,07;;;;;;;;;2;2;Appartement;;15;1
MULATRESSE SOLITUDE;3028;94200.0;IVRY-SUR-SEINE;94;41;94041;;;;;68,02;;;;;;;;;1;2;Appartement;;67;3
HALIFAX;3022;94340.0;JOINVILLE-LE-PONT;94;42;94042;;;;;73,81;;;;;;;;;1;2;Appartement;;76;3
ANQUETIL;3060;94130.0;NOGENT-SUR-MARNE;94;52;94052;;;;;50,08;;;;;;;;;1;2;Appartement;;50;2
DU BAC;3020;94210.0;SAINT-MAUR-DES-FOSSES;94;68;94068;;;;;61,93;;;;;;;;;1;2;Appartement;;62;3
DU MOUTIER;3049;94370.0;SUCY-EN-BRIE;94;71;94071;;;;;34,2;;;;;;;;;1;2;Appartement;;34;2
PIERRE ET MARIE CURIE;3031;94800.0;VILLEJUIF;94;76;94076;;;;;39,39;;;;;;;;;2;2;Appartement;;39;2
DE DERRIERE LES JARDINS;3048;94350.0;VILLIERS-SUR-MARNE;94;79;94079;;;;;84,23;;;;;;;;;1;2;Appartement;;82;4
DE LA JARRY;3061;94300.0;VINCENNES;94;80;94080;;;;;50,6;;;;;;;;;1;2;Appartement;;50;3
PAUL DEROULEDE;3061;94300.0;VINCENNES;94;80;94080;;;;;25,14;;;;;;;;;1;2;Appartement;;20;1
DE LA BRIQUETERIE;3135;95600.0;EAUBONNE;95;203;95203;;;;;64;;;;;;;;;1;2;Appartement;;63;3
DES CAPUCINES;3069;95610.0;ERAGNY-SUR-OISE;95;218;95218;;;;;45,04;;;;;;;;;1;2;Appartement;;46;2
DU PAPIER COUCHE;3069;95610.0;ERAGNY-SUR-OISE;95;218;95218;;;;;56,86;;;;;;;;;1;2;Appartement;;57;3
DES MARECHAUX;3067;95300.0;PONTOISE;95;500;95500;;;;;77,71;;;;;;;;;1;2;Appartement;;77;4
GEORGE SAND;3070;95310.0;ST OUEN L AUMONE;95;572;95572;;;;;61,05;;;;;;;;;1;2;Appartement;;61;3
DE L HORLOGE;77;4200.0;SISTERON;4;209;4209;;;;;105,71;;;;;;;;;1;2;Appartement;;119;4
DE VERDUN;374;14910.0;BLONVILLE-SUR-MER;14;79;14079;;;;;30,09;;;;;;;;;1;2;Appartement;;30;2
DE BOIS LURETTE;370;14640.0;VILLERS-SUR-MER;14;754;14754;;;;;30,38;;;;;;;;;1;2;Appartement;;30;2
FERRI III;1512;54000.0;NANCY;54;395;54395;;;;;47,04;;;;;;;;;1;2;Appartement;;46;2
DE CUSIN;2167;74700.0;SALLANCHES;74;256;74256;;;;;63,14;;;;;;;;;2;2;Appartement;;62;3
DU ROCHER;2290;77210.0;AVON;77;14;77014;;;;;45,61;;;;;;;;;2;2;Appartement;;49;2
MARTIN BLEU DIEU;2535;80000.0;AMIENS;80;21;80021;;;;;34,99;;;;;;;;;1;2;Appartement;;35;1
DU DOCTEUR ROUANET;2565;82200.0;MOISSAC;82;112;82112;;;;;67,19;;;;;;;;;2;2;Appartement;;67;4
DE LA JUIVERIE;2885;91150.0;ETAMPES;91;223;91223;;;;;31,49;;;;;;;;;1;2;Appartement;;36;1
DE GEX;13;1210.0;FERNEY-VOLTAIRE;1;160;1160;;;;;82,59;;;;;;;;;1;2;Appartement;;75;3
DE L'ABBE JOLIVET;3;1630.0;PERON;1;288;1288;;;;;109,22;;;;;;;;;1;1;Maison;;109;5
DES MONGES;81;4000.0;DIGNE-LES-BAINS;4;70;4070;;;;;144,6;;;;;;;;;1;2;Appartement;;120;4
NOTRE-DAME;209;6400.0;CANNES;6;29;6029;;;;;31,21;;;;;;;;;3;2;Appartement;;32;2
DU TROIS SEPTEMBRE;170;6320.0;CAP-D AIL;6;32;6032;;;;;24,58;;;;;;;;;1;2;Appartement;;24;1
GASTON DE FONTMICHEL;211;6210.0;MANDELIEU-LA-NAPOULE;6;79;6079;;;;;36,6;;;;;;;;;1;2;Appartement;;36;2
DE SOSPEL;149;6500.0;MENTON;6;83;6083;;;;;29;;;;;;;;;1;2;Appartement;;29;1
DU SOLEIL;149;6500.0;MENTON;6;83;6083;;;;;54,34;;;;;;;;;1;2;Appartement;;57;2
GOUNOD;142;6000.0;NICE;6;88;6088;;;;;32,83;;;;;;;;;2;2;Appartement;;33;2
CIMIEZ;142;6000.0;NICE;6;88;6088;;;;;133,44;;;;;;;;;2;2;Appartement;;144;4
LES FEUILLATES;277;10430.0;ROSIERES PRES TROYES;10;325;10325;;;;;63,58;;;;;;;;;1;2;Appartement;;63;3
DE LA COOPERATIVE;279;10800.0;SAINT JULIEN LES VILLAS;10;343;10343;;;;;50,75;;;;;;;;;1;2;Appartement;;50;3
GEN GALLIENI;276;10300.0;SAINTE SAVINE;10;362;10362;;;;;47,88;;;;;;;;;3;2;Appartement;;48;2
NVE DE LA REPUBLIQUE;276;10300.0;SAINTE SAVINE;10;362;10362;;;;;68,03;;;;;;;;;2;2;Appartement;;66;3
GRUISSAN PORT;300;11430.0;GRUISSAN;11;170;11170;;;;;23,89;;;;;;;;;1;2;Appartement;;25;3
DE LA BONANCE;300;11430.0;GRUISSAN;11;170;11170;;;;;22,15;;;;;;;;;1;2;Appartement;;28;2
DE LA BIBLIOTHEQUE;326;13400.0;AUBAGNE;13;5;13005;;;;;82,72;;;;;;;;;1;2;Appartement;;84;5
DOCT SEVERIN ICARD;329;13260.0;CASSIS;13;22;13022;;;;;36,8;;;;;;;;;1;2;Appartement;;37;3
ANTOINE PIRRODI;331;13600.0;LA CIOTAT;13;28;13028;;;;;29,29;;;;;;;;;1;2;Appartement;;30;1
DE LAVAUX;331;13600.0;LA CIOTAT;13;28;13028;;;;;115,53;;;;;;;;;1;2;Appartement;;114;4
DU COULET;336;13119.0;SAINT SAVOURNIN;13;101;13101;;;;;92,99;;;;;;;;;1;1;Maison;;61;3
CHAVE;323;13005.0;MARSEILLE 5EME;13;205;13205;;;;;64,45;;;;;;;;;1;2;Appartement;;63;3
BOMPARD;322;13007.0;MARSEILLE 7EME;13;207;13207;;;;;24,89;;;;;;;;;1;2;Appartement;;40;3
CAPITAINE DESSEMOND;322;13007.0;MARSEILLE 7EME;13;207;13207;;;;;22,71;;;;;;;;;1;2;Appartement;;22;1
ROCCA;327;13008.0;MARSEILLE 8EME;13;208;13208;;;;;85,37;;;;;;;;;1;2;Appartement;;86;4
LE LANCIER;325;13009.0;MARSEILLE 9EME;13;209;13209;;;;;31,28;;;;;;;;;1;2;Appartement;;32;1
MIREILLE LAUZE;321;13010.0;MARSEILLE 10EME;13;210;13210;;;;;112,09;;;;;;;;;1;2;Appartement;;111;5
ROGER DELIENCOURT;371;14800.0;DEAUVILLE;14;220;14220;;;;;41,78;;;;;;;;;2;2;Appartement;;43;2
DE LA REPUBLIQUE;370;14640.0;VILLERS-SUR-MER;14;754;14754;;;;;47,05;;;;;;;;;2;2;Appartement;;46;2
JEAN JACQUES ROUSSEAU;415;18000.0;BOURGES;18;33;18033;;;;;77,87;;;;;;;;;2;2;Appartement;;78;3
D ESPAGNAC;425;19100.0;BRIVE LA GAILLARDE;19;31;19031;;;;;70,19;;;;;;;;;1;2;Appartement;;71;3
DU GUESCLIN;431;22000.0;SAINT-BRIEUC;22;278;22278;;;;;168,7;;;;;;;;;1;2;Appartement;;123;4
SUVERA TORTA;620;20144.0;ZONZA;2A;362;2A362;;;;;32,16;;;;;;;;;2;1;Maison;;32;2
NEUF;668;30170.0;DURFORT-ET-SAINT-MARTIN-DE-;30;106;30106;;;;;82,11;;;;;;;;;1;1;Maison;;84;4
DE BRUNSWICK;666;30000.0;NIMES;30;189;30189;;;;;36,29;;;;;;;;;2;2;Appartement;;40;1
DES LUPINS;665;30900.0;NIMES;30;189;30189;;;;;65,24;;;;;;;;;1;2;Appartement;;65;3
DEMOISELLES DE GASCOGNE;773;31270.0;FROUZINS;31;203;31203;;;;;36,46;;;;;;;;;2;2;Appartement;;38;2
PIERRE CURIE;730;31200.0;TOULOUSE;31;555;31555;;;;;60,16;;;;;;;;;1;2;Appartement;;65;3
ARISTIDE DE SOUSA-MENDES;797;33130.0;BEGLES;33;39;33039;;;;;56,67;;;;;;;;;1;2;Appartement;;59;3
DE TOULOUSE;797;33130.0;BEGLES;33;39;33039;;;;;50,16;;;;;;;;;1;2;Appartement;;50;2
DE PESSAC;783;33000.0;BORDEAUX;33;63;33063;;;;;26,39;;;;;;;;;1;2;Appartement;;26;1
ANDRE LEROUX;878;33780.0;SOULAC-SUR-MER;33;514;33514;;;;;35,8;;;;;;;;;1;2;Appartement;;35;2
VIEILLE TOUR;800;33400.0;TALENCE;33;522;33522;;;;;20,15;;;;;;;;;1;2;Appartement;;19;1
DE LA GARONNE;816;33210.0;TOULENNE;33;533;33533;;;;;62,55;;;;;;;;;1;2;Appartement;;65;2
DE LA FLANERIE;947;34300.0;AGDE;34;3;34003;;;;;23,7;;;;;;;;;1;2;Appartement;;23;1
FRANCOISE GIROUD;908;34800.0;CLERMONT L HERAULT;34;79;34079;;;;;44,14;;;;;;;;;1;2;Appartement;;43;2
GAL DE GAULLE;910;34140.0;MEZE;34;157;34157;;;;;59,19;;;;;;;;;1;2;Appartement;;72;3
PORT VAUBAN;901;34200.0;SETE;34;301;34301;;;;;62,66;;;;;;;;;2;2;Appartement;;71;3
CHARLES LE GOFFIC;960;35740.0;PACE;35;210;35210;;;;;56,15;;;;;;;;;1;2;Appartement;;61;3
DUGUESCLIN;965;35000.0;RENNES;35;238;35238;;;;;16,54;;;;;;;;;1;2;Appartement;;17;1
JEAN LURCAT;1037;37100.0;TOURS;37;261;37261;;;;;65,52;;;;;;;;;2;2;Appartement;;66;3
JEAN JAURES;1054;38000.0;GRENOBLE;38;185;38185;;;;;31;;;;;;;;;1;2;Appartement;;31;2
DE VALMY;1055;38100.0;GRENOBLE;38;185;38185;;;;;61,23;;;;;;;;;1;2;Appartement;;62;3
ELISEE CHATIN;1055;38100.0;GRENOBLE;38;185;38185;;;;;76,75;;;;;;;;;2;2;Appartement;;73;3
LES TERRASSES DE L ALPE I;1097;38750.0;HUEZ;38;191;38191;;;;;16,3;;;;;;;;;1;2;Appartement;;17;1
FRANZ LISZT;1056;38400.0;SAINT-MARTIN-D'HERES;38;421;38421;;;;;60,73;;;;;;;;;2;2;Appartement;;61;4
SIMONE DE BEAUVOIR;1056;38400.0;SAINT-MARTIN-D'HERES;38;421;38421;;;;;81,25;;;;;;;;;1;2;Appartement;;81;4
DE LA VICTOIRE;1139;39500.0;TAVAUX;39;526;39526;;;;;97,41;;;;;;;;;2;1;Maison;;101;5
DES SERRES;1157;40100.0;DAX;40;88;40088;;;;;85,32;;;;;;;;;1;2;Appartement;;78;4
DE LAREIGNE;1160;40280.0;SAINT-PIERRE-DU-MONT;40;281;40281;;;;;45,94;;;;;;;;;1;2;Appartement;;46;2
DE LA GARE;1158;40230.0;ST-VINCENT-DE-TYROSSE;40;284;40284;;;;;53,22;;;;;;;;;1;1;Maison;;50;3
HELENE ET JACQUES SOLOMON;1165;40220.0;TARNOS;40;312;40312;;;;;65,26;;;;;;;;;2;2;Appartement;;65;3
ALEXANDRE VIRO;1165;40220.0;TARNOS;40;312;40312;;;;;91,43;;;;;;;;;2;2;Appartement;;90;4
DE L ETANG;1159;40230.0;TOSSE;40;317;40317;;;;;74,39;;;;;;;;;3;1;Maison;;74;4
DU TREYVE;1234;42160.0;ANDREZIEUX-BOUTHEON;42;5;42005;;;;;90,2;;;;;;;;;1;2;Appartement;;66;3
JOANNY AUGE;1248;42300.0;ROANNE;42;187;42187;;;;;76,75;;;;;;;;;2;2;Appartement;;77;3
BERCHOUX;1248;42300.0;ROANNE;42;187;42187;;;;;41,31;;;;;;;;;2;2;Appartement;;42;2
DES ECOLIERS;1248;42300.0;ROANNE;42;187;42187;;;;;61,37;;;;;;;;;1;2;Appartement;;59;2
DU MOULIN A VENT PROLONGE;1250;42300.0;VILLEREST;42;332;42332;;;;;75,95;;;;;;;;;2;2;Appartement;;70;4
ST GILLES;1260;43000.0;LE PUY EN VELAY;43;157;43157;;;;;36,98;;;;;;;;;1;2;Appartement;;50;2
CHARLES NUNGESSER;1285;44240.0;CHAPELLE-SUR-ERDRE (LA);44;35;44035;;;;;51,77;;;;;;;;;2;1;Maison;;51;3
DE L HOTEL DIEU;1277;44000.0;NANTES;44;109;44109;;;;;62,88;;;;;;;;;1;1;Maison;;50;1
OCEANIDES;1325;44380.0;PORNICHET;44;132;44132;;;;;67,98;;;;;;;;;1;2;Appartement;;68;2
LOUISE MICHEL;1293;44840.0;SORINIERES (LES);44;198;44198;;;;;53,25;;;;;;;;;3;2;Appartement;;52;2
GUSTAVE EIFFEL;1358;45380.0;LA CHAPELLE ST MESMIN;45;75;45075;;;;;60,7;;;;;;;;;1;2;Appartement;;60;3
DU LOIRET;1357;45160.0;OLIVET;45;232;45232;;;;;70,03;;;;;;;;;2;2;Appartement;;68;4
DE GAUCOURT;1356;45000.0;ORLEANS;45;234;45234;;;;;44,39;;;;;;;;;1;2;Appartement;;45;2
DE LA HAUTE CROIX;1355;45800.0;ST JEAN DE BRAYE;45;284;45284;;;;;26,25;;;;;;;;;2;2;Appartement;;26;1
DU PRE PIGEON;1419;49100.0;ANGERS;49;7;49007;;;;;71,08;;;;;;;;;1;2;Appartement;;75;3
DE LA MADELEINE;1418;49000.0;ANGERS;49;7;49007;;;;;21,62;;;;;;;;;1;2;Appartement;;20;1
LE CARRE DES TOILES;1435;49300.0;CHOLET;49;99;49099;;;;;39,78;;;;;;;;;1;2;Appartement;;40;2
SAINT PIERRE;1462;50200.0;COUTANCES;50;147;50147;;;;;59,19;;;;;;;;;1;2;Appartement;;59;2
DES AUGUSTINS;1476;51000.0;CHALONS EN CHAMPAGNE;51;108;51108;;;;;31,79;;;;;;;;;1;2;Appartement;;30;1
CARNOT;1482;51200.0;EPERNAY;51;230;51230;;;;;43,85;;;;;;;;;1;2;Appartement;;44;2
DU BOUCAU;1543;54310.0;HOMECOURT;54;263;54263;;;;;58,53;;;;;;;;;1;2;Appartement;;56;3
DU RAIL;1594;56400.0;BRECH;56;23;56023;;;;;38,01;;;;;;;;;1;2;Appartement;;38;2
DE LA REPUBLIQUE;1714;60290.0;LAIGNEVILLE;60;342;60342;;;;;43,84;;;;;;;;;1;2;Appartement;;44;2
DES CLIGNETTES;1737;60460.0;PRECY SUR OISE;60;513;60513;;;;;64,45;;;;;;;;;1;2;Appartement;;80;4
SAINT EXUPERY;1800;62930.0;WIMEREUX;62;893;62893;;;;;87,68;;;;;;;;;2;1;Maison;;82;4
DE LA GRAVIERE;1852;64100.0;BAYONNE;64;102;64102;;;;;54,68;;;;;;;;;1;2;Appartement;;54;2
DU LOUP;1975;69340.0;FRANCHEVILLE;69;89;69089;;;;;60,77;;;;;;;;;1;2;Appartement;;61;3
DU PERRON;1956;69510.0;SOUCIEU EN JARREST;69;176;69176;;;;;104,11;;;;;;;;;1;1;Maison;;102;4
DE THIZY;2007;69400.0;VILLEFRANCHE;69;264;69264;;;;;56,02;;;;;;;;;2;2;Appartement;;57;3
IMBERT COLOMES;1913;69001.0;LYON 1ER;69;381;69381;;;;;28,17;;;;;;;;;1;2;Appartement;;54;3
ROUX SOIGNAT;1927;69003.0;LYON 3EME;69;383;69383;;;;;49,13;;;;;;;;;1;2;Appartement;;52;1
EUGENE PONS;1908;69004.0;LYON 4EME;69;384;69384;;;;;51,01;;;;;;;;;1;2;Appartement;;52;2
EDOUARD DE LA BOUSSINIERE;2065;72000.0;LE MANS;72;181;72181;;;;;20,92;;;;;;;;;1;2;Appartement;;21;1
IMM ARCELLE 1;2087;73440.0;LES BELLEVILLE;73;257;73257;;;;;30,84;;;;;;;;;1;2;Appartement;;27;2
DU MONT PACCARD;2166;74170.0;SAINT GERVAIS LES BAINS;74;236;74236;;;;;16,7;;;;;;;;;2;2;Appartement;;25;2
DE L AUTOMNE;2157;74250.0;VIUZ-EN-SALLAZ;74;311;74311;;;;;47,17;;;;;;;;;2;2;Appartement;;47;2
NOTRE DAME DE NAZARETH;3195;75003.0;PARIS 03;75;103;75103;;;;;27,37;;;;;;;;;1;2;Appartement;;26;2
DE BRETAGNE;3195;75003.0;PARIS 03;75;103;75103;;;;;26,43;;;;;;;;;1;2;Appartement;;11;1
DU TEMPLE;3213;75004.0;PARIS 04;75;104;75104;;;;;34,6;;;;;;;;;1;2;Appartement;;27;2
LARREY;3200;75005.0;PARIS 05;75;105;75105;;;;;27,01;;;;;;;;;2;2;Appartement;;26;1
HUYSMANS;3198;75006.0;PARIS 06;75;106;75106;;;;;29,5;;;;;;;;;1;2;Appartement;;29;1
SAINT PLACIDE;3198;75006.0;PARIS 06;75;106;75106;;;;;110,09;;;;;;;;;2;2;Appartement;;109;5
DE RENNES;3198;75006.0;PARIS 06;75;106;75106;;;;;165,15;;;;;;;;;2;2;Appartement;;163;5
BONAPARTE;3198;75006.0;PARIS 06;75;106;75106;;;;;78,83;;;;;;;;;4;2;Appartement;;79;3
DES SAINTS PERES;3198;75006.0;PARIS 06;75;106;75106;;;;;48,96;;;;;;;;;3;2;Appartement;;52;2
DU FBG SAINT DENIS;3201;75010.0;PARIS 10;75;110;75110;;;;;36,47;;;;;;;;;1;2;Appartement;;29;2
DES PETITS HOTELS;3201;75010.0;PARIS 10;75;110;75110;;;;;49,6;;;;;;;;;1;2;Appartement;;50;2
DUBAIL;3201;75010.0;PARIS 10;75;110;75110;;;;;69,08;;;;;;;;;2;2;Appartement;;71;3
DE LA VILLETTE;3201;75010.0;PARIS 10;75;110;75110;;;;;50,78;;;;;;;;;1;2;Appartement;;48;3
DE NEMOURS;3203;75011.0;PARIS 11;75;111;75111;;;;;18,21;;;;;;;;;1;2;Appartement;;23;1
RICHARD LENOIR;3203;75011.0;PARIS 11;75;111;75111;;;;;130,65;;;;;;;;;2;2;Appartement;;135;5
MAILLARD;3203;75011.0;PARIS 11;75;111;75111;;;;;53,8;;;;;;;;;1;2;Appartement;;53;3
MAILLARD;3203;75011.0;PARIS 11;75;111;75111;;;;;31,48;;;;;;;;;2;2;Appartement;;32;2
DES BOULETS;3203;75011.0;PARIS 11;75;111;75111;;;;;26,98;;;;;;;;;1;2;Appartement;;23;2
DU BEL AIR;3204;75012.0;PARIS 12;75;112;75112;;;;;64,38;;;;;;;;;1;2;Appartement;;57;3
LACUEE;3204;75012.0;PARIS 12;75;112;75112;;;;;48,65;;;;;;;;;1;2;Appartement;;50;2
DU MOULIN DES PRES;3205;75013.0;PARIS 13;75;113;75113;;;;;47,03;;;;;;;;;2;2;Appartement;;51;2
BOULARD;3206;75014.0;PARIS 14;75;114;75114;;;;;52,28;;;;;;;;;1;2;Appartement;;31;3
JONQUOY;3206;75014.0;PARIS 14;75;114;75114;;;;;77,97;;;;;;;;;2;2;Appartement;;75;4
JONQUOY;3206;75014.0;PARIS 14;75;114;75114;;;;;54,56;;;;;;;;;2;2;Appartement;;50;3
FIRMIN GILLOT;3207;75015.0;PARIS 15;75;115;75115;;;;;10,8;;;;;;;;;1;2;Appartement;;12;1
FONDARY;3207;75015.0;PARIS 15;75;115;75115;;;;;55,63;;;;;;;;;2;2;Appartement;;62;3
GEORGES MANDEL;3208;75016.0;PARIS 16;75;116;75116;;;;;360,95;;;;;;;;;1;2;Appartement;;357;8
DUFRENOY;3208;75016.0;PARIS 16;75;116;75116;;;;;30,02;;;;;;;;;1;2;Appartement;;27;1
DE L ARC DE TRIOMPHE;3209;75017.0;PARIS 17;75;117;75117;;;;;50,22;;;;;;;;;1;2;Appartement;;55;2
DE TOCQUEVILLE;3209;75017.0;PARIS 17;75;117;75117;;;;;28,35;;;;;;;;;3;2;Appartement;;14;1
LEGENDRE;3209;75017.0;PARIS 17;75;117;75117;;;;;48,88;;;;;;;;;2;2;Appartement;;50;3
DE CHEROY;3209;75017.0;PARIS 17;75;117;75117;;;;;131,25;;;;;;;;;6;2;Appartement;;135;7
NOLLET;3209;75017.0;PARIS 17;75;117;75117;;;;;39,34;;;;;;;;;1;2;Appartement;;42;3
BRIDAINE;3209;75017.0;PARIS 17;75;117;75117;;;;;22,84;;;;;;;;;1;2;Appartement;;22;1
NOLLET;3209;75017.0;PARIS 17;75;117;75117;;;;;83,25;;;;;;;;;2;2;Appartement;;80;4
DOUDEAUVILLE;3210;75018.0;PARIS 18;75;118;75118;;;;;13,15;;;;;;;;;1;2;Appartement;;11;1
DE LA PLAINE;3211;75020.0;PARIS 20;75;120;75120;;;;;46,01;;;;;;;;;2;2;Appartement;;48;2
BRUSSEAU;2339;77130.0;CANNES-ECLUSE;77;61;77061;;;;;39,6;;;;;;;;;1;2;Appartement;;52;2
GRANDE;2302;77430.0;CHAMPAGNE SUR SEINE;77;79;77079;;;;;45,45;;;;;;;;;1;2;Appartement;;46;2
